Commands,encoded_intent
Kill the light in room three,16
Turn on the light in the third room,17
Turn off the light in the third room,16
Switch on the light in the third room,17
Switch off the light in the third room,16
Please turn on the light in the third room,17
Please turn off the light in the third room,16
Activate the light in the third room,17
Deactivate the light in the third room,16
Power on the light in the third room,17
Power off the light in the third room,16
Light on in the third room,17
Light off in the third room,16
Enable the light in the third room,17
Disable the light in the third room,16
Start the light in the third room,17
Stop the light in the third room,16
Engage the light in the third room,17
Disengage the light in the third room,16
Light on in the third room,17
Light off in the third room,16
Begin the light in the third room,17
End the light in the third room,16
Initiate the light in the third room,17
Terminate the light in the third room,16
Trigger the light in the third room,17
Cut the light in the third room,16
Fire up the light in the third room,17
Kill the light in the third room,16
Ignite the light in the third room,17
Extinguish the light in the third room,16
Turn on room three light,17
Turn off room three light,16
Switch on room three light,17
Switch off room three light,16
Please turn on room three light,17
Please turn off room three light,16
Activate room three light,17
Deactivate room three light,16
Power on room three light,17
Power off room three light,16
Light on room three,17
Light off room three,16
Enable room three light,17
Disable room three light,16
Start room three light,17
Stop room three light,16
Engage room three light,17
Disengage room three light,16
Light on room three,17
Light off room three,16
Begin room three light,17
End room three light,16
Initiate room three light,17
Terminate room three light,16
Trigger room three light,17
Cut room three light,16
Fire up room three light,17
Kill room three light,16
Ignite room three light,17
Extinguish room three light,16
Please switch on the light in room three,17
Please switch off the light in room three,16
Activate the light in room three,17
Deactivate the light in room three,16
Power on the light in room three,17
Power off the light in room three,16
Start the light in room three,17
Stop the light in room three,16
Engage the light in room three,17
Disengage the light in room three,16
Light on in room three,17
Light off in room three,16
Turn on the light in the third room,17
Turn off the light in the third room,16
Switch on the light in the third room,17
Switch off the light in the third room,16
Please turn on the light in the third room,17
Please turn off the light in the third room,16
Activate the light in the third room,17
Deactivate the light in the third room,16
Power on the light in the third room,17
Power off the light in the third room,16
Light on in the third room,17
Light off in the third room,16
Enable the light in the third room,17
Disable the light in the third room,16
Start the light in the third room,17
Stop the light in the third room,16
Engage the light in the third room,17
Disengage the light in the third room,16
Light on in the third room,17
Light off in the third room,16
Initiate the light in the third room,17
Terminate the light in the third room,16
Trigger the light in the third room,17
Cut the light in the third room,16
Fire up the light in the third room,17
Kill the light in the third room,16
Ignite the light in the third room,17
Extinguish the light in the third room,16
"Light on in room 3, please",17
"Light off in room 3, please",16
Please light on in room 3,17
Please light off in room 3,16
Kindly turn on the light in room 3,17
Kindly turn off the light in room 3,16
Kindly switch on the light in room 3,17
Kindly switch off the light in room 3,16
Please activate the light in room 3,17
Please deactivate the light in room 3,16
Kindly power on the light in room 3,17
Kindly power off the light in room 3,16
Kindly light on in room 3,17
Kindly light off in room 3,16
Kindly enable the light in room 3,17
Kindly disable the light in room 3,16
Kindly start the light in room 3,17
Kindly stop the light in room 3,16
Kindly engage the light in room 3,17
Kindly disengage the light in room 3,16
Kindly light on in room 3,17
Kindly light off in room 3,16
Kindly begin the light in room 3,17
Kindly end the light in room 3,16
Kindly initiate the light in room 3,17
Kindly terminate the light in room 3,16
Kindly trigger the light in room 3,17
Kindly cut the light in room 3,16
Kindly fire up the light in room 3,17
Kindly kill the light in room 3,16
Kindly ignite the light in room 3,17
Kindly extinguish the light in room 3,16
Turn the light on in room 3,17
Turn the light off in room 3,16
Switch the light on in room 3,17
Switch the light off in room 3,16
Please turn the light on in room 3,17
Please turn the light off in room 3,16
Activate the light on in room 3,17
Deactivate the light off in room 3,16
Power the light on in room 3,17
Power the light off in room 3,16
"Light on in room 3, please",17
"Light off in room 3, please",16
Enable the light on in room 3,17
Disable the light off in room 3,16
Start the light on in room 3,17
Stop the light off in room 3,16
Engage the light on in room 3,17
Disengage the light off in room 3,16
"Light on in room 3, please",17
"Light off in room 3, please",16
Begin the light on in room 3,17
End the light off in room 3,16
Initiate the light on in room 3,17
Terminate the light off in room 3,16
Trigger the light on in room 3,17
Cut the light off in room 3,16
Fire up the light on in room 3,17
Kill the light off in room 3,16
Ignite the light on in room 3,17
Extinguish the light off in room 3,16
Please turn the light on in room three,17
Please turn the light off in room three,16
Kindly turn the light on in room three,17
Kindly turn the light off in room three,16
Kindly switch the light on in room three,17
Kindly switch the light off in room three,16
Please activate the light in room three,17
Please deactivate the light in room three,16
Kindly power on the light in room three,17
Kindly power off the light in room three,16
Kindly light on in room three,17
Kindly light off in room three,16
Kindly enable the light in room three,17
Kindly disable the light in room three,16
Kindly start the light in room three,17
Kindly stop the light in room three,16
Kindly engage the light in room three,17
Kindly disengage the light in room three,16
Kindly light on in room three,17
Kindly light off in room three,16
Kindly begin the light in room three,17
Kindly end the light in room three,16
Kindly initiate the light in room three,17
Kindly terminate the light in room three,16
Kindly trigger the light in room three,17
Kindly cut the light in room three,16
Kindly fire up the light in room three,17
Kindly kill the light in room three,16
Kindly ignite the light in room three,17
Kindly extinguish the light in room three,16
Turn the light on in the third room,17
Turn the light off in the third room,16
Switch the light on in the third room,17
Switch the light off in the third room,16
Please turn the light on in the third room,17
Please turn the light off in the third room,16
Activate the light on in the third room,17
Deactivate the light off in the third room,16
Power the light on in the third room,17
Power the light off in the third room,16
"Light on in the third room, please",17
"Light off in the third room, please",16
Enable the light on in the third room,17
Disable the light off in the third room,16
Start the light on in the third room,17
Stop the light off in the third room,16
Engage the light on in the third room,17
Disengage the light off in the third room,16
"Light on in the third room, please",17
"Light off in the third room, please",16
Begin the light on in the third room,17
End the light off in the third room,16
Initiate the light on in the third room,17
Terminate the light off in the third room,16
Trigger the light on in the third room,17
Cut the light off in the third room,16
Fire up the light on in the third room,17
Kill the light off in the third room,16
Ignite the light on in the third room,17
Extinguish the light off in the third room,16
"Light on, room 3",17
"Light off, room 3",16
"Please light on, room 3",17
"Please light off, room 3",16
"Kindly light on, room 3",17
"Kindly light off, room 3",16
"Turn the light on, room 3",17
"Turn the light off, room 3",16
"Switch the light on, room 3",17
"Switch the light off, room 3",16
"Please turn the light on, room 3",17
"Please turn the light off, room 3",16
"Kindly turn the light on, room 3",17
"Kindly turn the light off, room 3",16
"Activate the light on, room 3",17
"Deactivate the light off, room 3",16
"Power the light on, room 3",17
"Power the light off, room 3",16
Light on in room 3,17
Light off in room 3,16
"Enable the light on, room 3",17
"Disable the light off, room 3",16
"Start the light on, room 3",17
"Stop the light off, room 3",16
"Engage the light on, room 3",17
"Disengage the light off, room 3",16
"Light on, room 3",17
"Light off, room 3",16
"Begin the light on, room 3",17
"End the light off, room 3",16
"Initiate the light on, room 3",17
"Terminate the light off, room 3",16
"Trigger the light on, room 3",17
"Cut the light off, room 3",16
"Fire up the light on, room 3",17
"Kill the light off, room 3",16
"Ignite the light on, room 3",17
"Extinguish the light off, room 3",16
"Light on, room three",17
"Light off, room three",16
"Please light on, room three",17
"Please light off, room three",16
"Kindly light on, room three",17
"Kindly light off, room three",16
"Turn the light on, room three",17
"Turn the light off, room three",16
"Switch the light on, room three",17
"Switch the light off, room three",16
"Please turn the light on, room three",17
"Please turn the light off, room three",16
"Kindly turn the light on, room three",17
"Kindly turn the light off, room three",16
"Activate the light on, room three",17
"Deactivate the light off, room three",16
"Power the light on, room three",17
"Power the light off, room three",16
Light on in room three,17
Light off in room three,16
"Enable the light on, room three",17
"Disable the light off, room three",16
"Start the light on, room three",17
"Stop the light off, room three",16
"Engage the light on, room three",17
"Disengage the light off, room three",16
"Light on, room three",17
"Light off, room three",16
"Begin the light on, room three",17
"End the light off, room three",16
"Initiate the light on, room three",17
"Terminate the light off, room three",16
